label,timestamp,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
thumbs_up,1776811129.3540149,0.0,0.0,0.0,-0.4798230528831482,-0.6729131937026978,-0.0920015275478363,-0.8648464679718018,-1.4190787076950073,-0.23045556247234344,-1.0592378377914429,-2.036285400390625,-0.3604993522167206,-1.109007716178894,-2.5784764289855957,-0.49670132994651794,-0.5992184281349182,-1.438568115234375,-0.4703187644481659,-1.3436657190322876,-1.0924279689788818,-0.7002643942832947,-1.1643340587615967,-0.8592791557312012,-0.7631436586380005,-0.9312694668769836,-0.9308861494064331,-0.7831711769104004,-0.3789626359939575,-0.9254119992256165,-0.5421051979064941,-1.2162445783615112,-0.6336447596549988,-0.735508143901825,-1.0085731744766235,-0.5390650629997253,-0.6812329292297363,-0.7629380226135254,-0.601139485836029,-0.6595404744148254,-0.24546118080615997,-0.4217436611652374,-0.6154581308364868,-1.0634514093399048,-0.22236144542694092,-0.8101586103439331,-0.875579833984375,-0.155262753367424,-0.6837513446807861,-0.6306213140487671,-0.2087884545326233,-0.5963013172149658,-0.18490462005138397,0.052847545593976974,-0.689000129699707,-0.8794083595275879,0.12573494017124176,-0.8262350559234619,-0.7449883222579956,0.13518334925174713,-0.7475836873054504,-0.5011082887649536,0.11211617290973663,-0.6808351278305054
thumbs_up,1776811130.3254278,0.0,0.0,0.0,0.39551225304603577,-0.3226458728313446,-0.17490166425704956,0.8859984874725342,-0.4701229929924011,-0.2465682029724121,1.2224290370941162,-0.5341933369636536,-0.3005419075489044,1.5016945600509644,-0.6206663250923157,-0.32260316610336304,1.091589093208313,0.07987969368696213,-0.09718941152095795,1.0220997333526611,-0.11550942808389664,-0.23550616204738617,0.7839623093605042,-0.17975473403930664,-0.3058573603630066,0.7389845848083496,-0.11738821864128113,-0.3505544066429138,0.9409897327423096,0.3384350836277008,-0.08613143116235733,0.8039560914039612,0.07492911070585251,-0.2293727993965149,0.59201580286026,-0.036083344370126724,-0.26149728894233704,0.5905463099479675,0.03657202422618866,-0.2678646445274353,0.6985166072845459,0.5270383954048157,-0.10519002377986908,0.5809992551803589,0.25635427236557007,-0.25588610768318176,0.42767566442489624,0.12303078919649124,-0.2216627299785614,0.45139560103416443,0.18659713864326477,-0.17862723767757416,0.4377121329307556,0.6730393171310425,-0.14489196240901947,0.3704884946346283,0.448184072971344,-0.23717470467090607,0.29360297322273254,0.30547308921813965,-0.21529719233512878,0.3172162175178528,0.32039621472358704,-0.18256855010986328
thumbs_up,1776811131.0301297,0.0,0.0,0.0,0.46972694993019104,-0.40461865067481995,-0.15609152615070343,1.033690094947815,-0.614179253578186,-0.20667223632335663,1.492548942565918,-0.7252758741378784,-0.24944619834423065,1.7774757146835327,-0.8934282064437866,-0.24636702239513397,1.1707779169082642,-0.035125188529491425,-0.02700413577258587,1.39457106590271,0.043396104127168655,-0.17473703622817993,1.066250205039978,-0.10489258170127869,-0.21948082745075226,1.0038864612579346,-0.11849955469369888,-0.23714859783649445,0.9654452800750732,0.26060593128204346,-0.014996461570262909,1.188200831413269,0.2934004068374634,-0.19268575310707092,0.8445062041282654,0.08005423843860626,-0.2027076631784439,0.8476322889328003,0.1044207289814949,-0.1713934689760208,0.7415128946304321,0.5122806429862976,-0.03798240050673485,0.9479315876960754,0.5389593243598938,-0.21619446575641632,0.6655277013778687,0.310092955827713,-0.12670333683490753,0.6477366089820862,0.33594274520874023,-0.02626507356762886,0.5144204497337341,0.730227530002594,-0.07524196058511734,0.704696774482727,0.7383954524993896,-0.14423055946826935,0.5410240888595581,0.5242939591407776,-0.05247345566749573,0.4873434603214264,0.5142453908920288,0.03553711250424385
thumbs_up,1776811131.5709794,0.0,0.0,0.0,0.45658743381500244,-0.4193788468837738,-0.14203746616840363,0.992607831954956,-0.6494633555412292,-0.18646469712257385,1.4256207942962646,-0.7799575924873352,-0.22623386979103088,1.7002432346343994,-0.9533396363258362,-0.22371885180473328,1.1683751344680786,-0.10600189119577408,0.0017394667956978083,1.3796697854995728,-0.068036749958992,-0.14458489418029785,1.052509069442749,-0.1758575588464737,-0.19777143001556396,0.9795224666595459,-0.1733289510011673,-0.2190592885017395,0.9833312034606934,0.181823268532753,0.0085214264690876,1.196797251701355,0.18784072995185852,-0.1602388471364975,0.840531051158905,0.015138882212340832,-0.17260491847991943,0.8279659152030945,0.050246696919202805,-0.142111673951149,0.777975857257843,0.4341484010219574,-0.020365752279758453,0.9791731238365173,0.4395192265510559,-0.19811378419399261,0.6757585406303406,0.24070949852466583,-0.11354679614305496,0.6364573836326599,0.26996538043022156,-0.012861767783761024,0.5624741911888123,0.6572531461715698,-0.061854712665081024,0.7575644254684448,0.6522587537765503,-0.13755051791667938,0.5779675245285034,0.45744267106056213,-0.04910751432180405,0.5102071762084961,0.4490317106246948,0.040625471621751785
thumbs_up,1776811132.1619937,0.0,0.0,0.0,0.35569480061531067,-0.35451725125312805,-0.14385782182216644,0.8311464190483093,-0.5454673767089844,-0.2014383226633072,1.1676816940307617,-0.6509179472923279,-0.24847804009914398,1.4138741493225098,-0.7809892892837524,-0.2657608687877655,1.0847498178482056,-0.03201650455594063,-0.04953981563448906,1.05713951587677,-0.20419105887413025,-0.16949200630187988,0.8010903000831604,-0.24477852880954742,-0.23029476404190063,0.7433227300643921,-0.17925365269184113,-0.2692261338233948,0.9746304154396057,0.22382034361362457,-0.04909767583012581,0.8765113949775696,0.005788995418697596,-0.17460468411445618,0.6218536496162415,-0.07541318237781525,-0.1968456506729126,0.6068567633628845,0.0025405436754226685,-0.19403892755508423,0.7667747139930725,0.43054646253585815,-0.07681383192539215,0.6765857338905334,0.20745331048965454,-0.21276666224002838,0.47708219289779663,0.09178440272808075,-0.16773082315921783,0.48727837204933167,0.15930117666721344,-0.11524461209774017,0.5352111458778381,0.6048704385757446,-0.12201894074678421,0.49934250116348267,0.4253866970539093,-0.19575801491737366,0.38249465823173523,0.29805558919906616,-0.15592576563358307,0.3767433762550354,0.3252263069152832,-0.1106051579117775
thumbs_up,1776811132.8061073,0.0,0.0,0.0,0.13948163390159607,-0.5759339928627014,-0.17778988182544708,0.49955108761787415,-1.0197566747665405,-0.2371940016746521,0.7778470516204834,-1.2976335287094116,-0.2638007402420044,0.9947901368141174,-1.5594431161880493,-0.257161945104599,0.9297409057617188,-0.7489010691642761,-0.1696750521659851,0.5411515831947327,-0.9412891864776611,-0.30201539397239685,0.35303059220314026,-0.7608233094215393,-0.370466411113739,0.4122304916381836,-0.6253698468208313,-0.4157579243183136,0.8985747694969177,-0.43882060050964355,-0.15032804012298584,0.3985784351825714,-0.6541866660118103,-0.26819920539855957,0.2663053572177887,-0.5372656583786011,-0.2874103784561157,0.35421431064605713,-0.4357803165912628,-0.30022838711738586,0.7483507394790649,-0.13957665860652924,-0.15625502169132233,0.2877085208892822,-0.3640802204608917,-0.28382718563079834,0.19529786705970764,-0.30102404952049255,-0.25149866938591003,0.2993892729282379,-0.2245299369096756,-0.22102145850658417,0.5583277940750122,0.1182146966457367,-0.18272507190704346,0.2034771740436554,-0.0844477117061615,-0.28820911049842834,0.14061282575130463,-0.06809623539447784,-0.2900424301624298,0.23140224814414978,-0.00929209217429161,-0.27529942989349365
thumbs_up,1776811133.463678,0.0,0.0,0.0,-0.4656020998954773,-0.4800770580768585,-0.028478913009166718,-1.061061143875122,-0.963486909866333,-0.12398646026849747,-1.4871225357055664,-1.3723124265670776,-0.21834737062454224,-1.7481049299240112,-1.7968811988830566,-0.31688132882118225,-1.0659726858139038,-0.9328410625457764,-0.3247079849243164,-1.5877147912979126,-0.45123428106307983,-0.5055392980575562,-1.399592399597168,-0.382808119058609,-0.564210832118988,-1.240011215209961,-0.5043526887893677,-0.584855318069458,-0.8285892009735107,-0.5598570108413696,-0.39854156970977783,-1.3981001377105713,-0.08210543543100357,-0.5469508767127991,-1.2111412286758423,-0.12069398909807205,-0.5146155953407288,-1.0420304536819458,-0.2577294707298279,-0.5067351460456848,-0.6069774627685547,-0.1701103150844574,-0.4688318967819214,-1.1615118980407715,0.21712905168533325,-0.6243323087692261,-0.9711028933525085,0.16723860800266266,-0.5221287608146667,-0.794917106628418,0.03732267767190933,-0.4510020315647125,-0.4165911078453064,0.20796512067317963,-0.5337082147598267,-0.9173937439918518,0.4516415297985077,-0.6505306959152222,-0.766390860080719,0.4009515941143036,-0.5786845684051514,-0.5855494141578674,0.30167025327682495,-0.5164884924888611
thumbs_up,1776811136.4719734,0.0,0.0,0.0,0.5125196576118469,-0.2916278541088104,-0.027290789410471916,1.0518746376037598,-0.44796106219291687,-0.08040224760770798,1.4749470949172974,-0.5460768938064575,-0.13268780708312988,1.7774189710617065,-0.6920480728149414,-0.16918888688087463,1.2184113264083862,-0.12187784165143967,-0.09695039689540863,1.298685908317566,0.21122781932353973,-0.15311317145824432,1.1447662115097046,0.2252415418624878,-0.18065212666988373,1.0349059104919434,0.12778235971927643,-0.1964654177427292,0.9872962236404419,0.1588904857635498,-0.13142536580562592,1.1099226474761963,0.41821181774139404,-0.13093620538711548,0.9570680856704712,0.38392895460128784,-0.10936955362558365,0.8308411240577698,0.2822485566139221,-0.11213776469230652,0.7210675477981567,0.41515207290649414,-0.16473893821239471,0.8767822980880737,0.608264148235321,-0.15995867550373077,0.7424823641777039,0.5571351051330566,-0.08606020361185074,0.6155337691307068,0.46389880776405334,-0.05418594926595688,0.44645455479621887,0.6384763121604919,-0.20003148913383484,0.6196593642234802,0.7443091869354248,-0.18649360537528992,0.5144587159156799,0.6706565618515015,-0.1028003916144371,0.4110479950904846,0.5912579894065857,-0.04503950476646423
thumbs_up,1776811136.871409,0.0,0.0,0.0,0.5100657939910889,-0.30276548862457275,-0.028894679620862007,1.0634517669677734,-0.4778694212436676,-0.09032541513442993,1.4983245134353638,-0.600408673286438,-0.14915262162685394,1.8079413175582886,-0.7638556957244873,-0.18973909318447113,1.24010169506073,-0.2093765288591385,-0.13108789920806885,1.3681410551071167,0.19149605929851532,-0.20216207206249237,1.205485463142395,0.18327127397060394,-0.2298903912305832,1.090829849243164,0.06349315494298935,-0.24292993545532227,0.9956055879592896,0.09364579617977142,-0.1706663966178894,1.1760269403457642,0.4154011309146881,-0.18570905923843384,1.0190210342407227,0.36592280864715576,-0.1586739718914032,0.8933588266372681,0.24860697984695435,-0.15525680780410767,0.7235925197601318,0.37832891941070557,-0.20800159871578217,0.9290262460708618,0.6232357621192932,-0.2142731100320816,0.7902600169181824,0.5541912913322449,-0.1277259737253189,0.6671322584152222,0.4475744366645813,-0.08565761148929596,0.45197826623916626,0.6227254271507263,-0.24639678001403809,0.6714593768119812,0.7562739849090576,-0.23212863504886627,0.5525159239768982,0.6725900769233704,-0.13572582602500916,0.43751707673072815,0.5887128710746765,-0.07063480466604233
thumbs_up,1776811137.2346103,0.0,0.0,0.0,0.4794780910015106,-0.3573298156261444,-0.03326627239584923,1.0758888721466064,-0.614728569984436,-0.10171601176261902,1.5083036422729492,-0.8282596468925476,-0.1725640445947647,1.7883576154708862,-1.0855727195739746,-0.22312195599079132,1.2099530696868896,-0.4743722379207611,-0.1729791909456253,1.4912335872650146,-0.03961079195141792,-0.28990235924720764,1.309235692024231,-0.01546754315495491,-0.3373010456562042,1.1574589014053345,-0.12159029394388199,-0.35679399967193604,0.9880340099334717,-0.15423664450645447,-0.2262633740901947,1.3154810667037964,0.23489642143249512,-0.2873031497001648,1.1303457021713257,0.21051061153411865,-0.25987640023231506,0.9775497913360596,0.08495686203241348,-0.24959997832775116,0.7432875633239746,0.17207643389701843,-0.2798755168914795,1.0853970050811768,0.47574692964553833,-0.3221574127674103,0.9117675423622131,0.42981332540512085,-0.2213803082704544,0.7619542479515076,0.31692254543304443,-0.16197389364242554,0.4983264207839966,0.47298434376716614,-0.3353671133518219,0.8293076157569885,0.6668261885643005,-0.3320446312427521,0.6908516883850098,0.5961606502532959,-0.22546064853668213,0.548259973526001,0.48901376128196716,-0.15441660583019257
thumbs_up,1776811137.7242079,0.0,0.0,0.0,0.3975536823272705,-0.4703715145587921,-0.05996982753276825,0.9691466093063354,-0.9775674343109131,-0.16836655139923096,1.328709363937378,-1.4018641710281372,-0.2748144865036011,1.5324808359146118,-1.8239786624908447,-0.3583354353904724,0.9934582114219666,-0.9718828797340393,-0.3500326871871948,1.5426265001296997,-0.6089957356452942,-0.5531184673309326,1.3478704690933228,-0.5219733715057373,-0.6269738674163818,1.149378776550293,-0.6213148236274719,-0.6573428511619568,0.7808603048324585,-0.6247057318687439,-0.4199864864349365,1.4024707078933716,-0.2624884843826294,-0.5606599450111389,1.1843057870864868,-0.2411884367465973,-0.5245682001113892,0.98773592710495,-0.3427853286266327,-0.5130180716514587,0.5931413173675537,-0.22880668938159943,-0.48845717310905457,1.215170979499817,0.060503341257572174,-0.5834629535675049,1.012815237045288,0.04079268127679825,-0.4633159935474396,0.8215624690055847,-0.05300180986523628,-0.3959648013114929,0.44118353724479675,0.17141662538051605,-0.560455858707428,0.9902558326721191,0.32370737195014954,-0.5774118304252625,0.8480290174484253,0.27039214968681335,-0.46982893347740173,0.6550101041793823,0.18403416872024536,-0.4070393145084381
thumbs_up,1776811138.1294148,0.0,0.0,0.0,0.3570503294467926,-0.6540513634681702,-0.10026417672634125,0.6996375918388367,-1.3513251543045044,-0.21356098353862762,0.8547568321228027,-1.9051469564437866,-0.321159690618515,0.856998085975647,-2.3976922035217285,-0.40605610609054565,0.4902409613132477,-1.3709253072738647,-0.37297749519348145,1.140661358833313,-1.1864677667617798,-0.618797779083252,0.9764634966850281,-1.0137982368469238,-0.7238985300064087,0.7579612135887146,-1.076663851737976,-0.7876394391059875,0.33820515871047974,-0.941072404384613,-0.44347864389419556,1.0980967283248901,-0.7845129370689392,-0.6400067806243896,0.8915780782699585,-0.6884115934371948,-0.6279201507568359,0.6793913245201111,-0.7470605373382568,-0.6475511193275452,0.2612311542034149,-0.5027964115142822,-0.5232720971107483,1.007328748703003,-0.39603355526924133,-0.6822494268417358,0.7872245907783508,-0.34794530272483826,-0.5889544486999512,0.5799019932746887,-0.40279752016067505,-0.5433036088943481,0.23032914102077484,-0.09070734679698944,-0.6132835745811462,0.8434954285621643,-0.07788078486919403,-0.6814680099487305,0.6797716021537781,-0.06914670765399933,-0.6139666438102722,0.461759477853775,-0.10269427299499512,-0.5861819982528687
